timestamp,nodeId,rssi,temp,hum,light,co2ppm,soilMoisture,voltage
2025-06-07 14:00:04,NODE_1,-40,26.60,49.00,533,432.00,0.00,6.72
2025-06-07 14:00:14,NODE_1,-40,26.40,49.00,576,432.00,0.00,6.75
2025-06-07 14:00:24,NODE_1,-40,26.00,49.00,560,432.00,0.00,6.58
2025-06-07 14:00:34,NODE_1,-40,26.50,49.00,557,432.00,0.00,6.62
2025-06-07 14:00:44,NODE_1,-40,26.00,49.00,565,427.00,0.00,6.78
2025-06-07 14:00:54,NODE_1,-40,26.10,49.00,575,423.00,0.00,6.66
2025-06-07 14:01:04,NODE_1,-40,26.00,49.00,575,426.00,0.00,6.66
2025-06-07 14:01:14,NODE_1,-40,26.20,49.00,576,419.00,0.00,6.62
2025-06-07 14:01:24,NODE_1,-40,26.20,49.00,576,432.00,0.00,6.62
2025-06-07 14:01:34,NODE_1,-40,26.40,48.00,576,422.00,0.00,6.66
2025-06-07 14:01:44,NODE_1,-40,26.80,48.00,576,430.00,0.00,6.49
2025-06-07 14:01:54,NODE_1,-40,26.10,48.00,578,433.00,0.00,6.59
2025-06-07 14:02:04,NODE_1,-40,26.50,48.00,576,427.00,0.00,6.58
2025-06-07 14:02:14,NODE_1,-40,26.80,48.00,595,418.00,0.00,6.50
2025-06-07 14:02:25,NODE_1,-40,26.30,48.00,596,419.00,0.00,6.68
2025-06-07 14:02:35,NODE_1,-40,26.20,48.00,601,411.00,0.00,6.53
2025-06-07 14:02:45,NODE_1,-40,26.20,48.00,587,415.00,0.00,6.59
2025-06-07 14:02:55,NODE_1,-40,26.90,48.00,594,415.00,0.00,6.62
2025-06-07 14:03:05,NODE_1,-40,26.80,48.00,596,412.00,0.00,6.73
2025-06-07 14:03:15,NODE_1,-40,26.20,48.00,673,411.00,0.00,6.61
2025-06-07 14:03:25,NODE_1,-40,26.00,48.00,569,414.00,0.00,6.55
2025-06-07 14:03:35,NODE_1,-40,26.40,48.00,554,415.00,0.00,6.61
2025-06-07 14:03:45,NODE_1,-40,26.70,48.00,546,417.00,0.00,6.65
2025-06-07 14:03:55,NODE_1,-40,26.30,48.00,528,421.00,0.00,6.53
2025-06-07 14:04:05,NODE_1,-40,26.70,48.00,505,421.00,0.00,6.46
2025-06-07 14:04:15,NODE_1,-40,26.40,48.00,528,413.00,0.00,6.61
2025-06-07 14:04:25,NODE_1,-40,26.70,48.00,526,414.00,0.00,6.72
2025-06-07 14:04:35,NODE_1,-40,26.00,48.00,538,410.00,0.00,6.44
2025-06-07 14:04:45,NODE_1,-40,26.10,48.00,522,413.00,0.00,6.57
2025-06-07 14:04:55,NODE_1,-40,26.70,48.00,490,417.00,0.00,6.45
2025-06-07 14:05:05,NODE_1,-40,26.50,48.00,490,417.00,0.00,6.57
2025-06-07 14:05:15,NODE_1,-40,26.90,48.00,494,415.00,0.00,6.56
2025-06-07 14:05:25,NODE_1,-40,26.80,48.00,546,420.00,0.00,6.50
2025-06-07 14:05:35,NODE_1,-40,26.60,48.00,488,422.00,0.00,6.50
2025-06-07 14:05:45,NODE_1,-40,26.30,48.00,496,425.00,0.00,6.49
2025-06-07 14:05:55,NODE_1,-40,26.30,48.00,565,426.00,0.00,6.65
