2025-06-09 22:00:00,NODE_1,-71,25.40,60.00,811,555.00,0.00,7.27,1
2025-06-09 22:00:10,NODE_1,-71,25.10,60.00,811,555.00,0.00,7.26,1
2025-06-09 22:00:20,NODE_1,-71,25.00,60.00,816,555.00,0.00,7.27,1
2025-06-09 22:00:31,NODE_1,-72,25.80,60.00,822,558.00,0.00,7.26,1
2025-06-09 22:00:41,NODE_1,-71,25.00,60.00,813,551.00,0.00,7.26,1
2025-06-09 22:00:51,NODE_1,-69,25.30,60.00,808,560.00,0.00,7.26,1
2025-06-09 22:01:01,NODE_1,-71,25.30,60.00,811,560.00,0.00,7.26,1
2025-06-09 22:01:11,NODE_1,-70,25.20,60.00,814,563.00,0.00,7.26,1
2025-06-09 22:01:21,NODE_1,-69,25.20,60.00,817,560.00,0.00,7.28,1
2025-06-09 22:01:31,NODE_1,-70,25.30,60.00,817,560.00,0.00,7.26,1
2025-06-09 22:01:41,NODE_1,-70,25.50,60.00,816,560.00,0.00,7.27,1
2025-06-09 22:01:51,NODE_1,-71,25.10,60.00,817,556.00,0.00,7.27,1
2025-06-09 22:02:01,NODE_1,-71,25.50,60.00,813,560.00,0.00,7.26,1
2025-06-09 22:02:11,NODE_1,-71,25.00,60.00,809,554.00,0.00,7.26,1
2025-06-09 22:02:21,NODE_1,-69,25.70,60.00,814,555.00,0.00,7.27,1
2025-06-09 22:02:31,NODE_1,-70,25.20,60.00,811,553.00,0.00,7.27,1
2025-06-09 22:02:42,NODE_1,-65,25.40,60.00,802,550.00,0.00,7.28,1
2025-06-09 22:02:52,NODE_1,-73,25.10,60.00,828,548.00,0.00,7.27,1
2025-06-09 22:03:02,NODE_1,-73,25.60,60.00,817,545.00,0.00,7.26,1
2025-06-09 22:03:12,NODE_1,-73,25.40,60.00,812,547.00,0.00,7.27,1
2025-06-09 22:03:22,NODE_1,-69,25.30,60.00,819,549.00,0.00,7.25,1
2025-06-09 22:03:32,NODE_1,-72,25.60,60.00,810,548.00,0.00,7.25,1
2025-06-09 22:03:42,NODE_1,-71,25.10,60.00,811,547.00,0.00,7.28,1
2025-06-09 22:03:52,NODE_1,-64,25.80,60.00,813,548.00,0.00,7.26,1
2025-06-09 22:04:02,NODE_1,-71,25.40,60.00,813,559.00,0.00,7.27,1
2025-06-09 22:04:12,NODE_1,-63,25.10,60.00,813,570.00,0.00,7.29,1
2025-06-09 22:04:22,NODE_1,-70,25.00,60.00,805,562.00,0.00,7.27,1
2025-06-09 22:04:32,NODE_1,-71,25.80,60.00,813,560.00,0.00,7.26,1
