2025-06-09 14:00:01,NODE_1,-69,26.60,64.00,369,545.00,0.00,7.26,1
2025-06-09 14:00:11,NODE_1,-68,26.40,64.00,395,577.00,0.00,7.28,1
2025-06-09 14:00:21,NODE_1,-68,26.50,64.00,396,592.00,0.00,7.31,1
2025-06-09 14:00:31,NODE_1,-67,26.80,64.00,402,595.00,0.00,7.31,1
2025-06-09 14:00:41,NODE_1,-68,26.10,64.00,400,601.00,0.00,7.30,1
2025-06-09 14:00:51,NODE_1,-68,26.50,64.00,401,598.00,0.00,7.31,1
2025-06-09 14:01:01,NODE_1,-66,26.70,64.00,400,582.00,0.00,7.31,1
2025-06-09 14:01:11,NODE_1,-68,26.70,64.00,399,578.00,0.00,7.30,1
2025-06-09 14:01:21,NODE_1,-68,26.60,64.00,399,578.00,0.00,7.31,1
2025-06-09 14:01:32,NODE_1,-68,26.00,64.00,403,589.00,0.00,7.30,1
2025-06-09 14:01:42,NODE_1,-70,26.40,64.00,399,587.00,0.00,7.29,1
2025-06-09 14:01:52,NODE_1,-67,26.00,64.00,399,592.00,0.00,7.29,1
2025-06-09 14:02:02,NODE_1,-67,26.40,64.00,398,592.00,0.00,7.28,1
2025-06-09 14:02:12,NODE_1,-67,26.90,64.00,397,591.00,0.00,7.31,1
2025-06-09 14:02:22,NODE_1,-62,26.80,64.00,411,590.00,0.00,7.29,1
2025-06-09 14:02:32,NODE_1,-67,26.60,64.00,400,591.00,0.00,7.31,1
2025-06-09 14:02:42,NODE_1,-62,26.50,64.00,396,591.00,0.00,7.28,1
2025-06-09 14:02:52,NODE_1,-68,26.30,64.00,400,592.00,0.00,7.30,1
2025-06-09 14:03:02,NODE_1,-63,26.40,64.00,398,583.00,0.00,7.28,1
2025-06-09 14:03:12,NODE_1,-68,26.70,64.00,397,578.00,0.00,7.28,1
2025-06-09 14:03:22,NODE_1,-67,26.10,64.00,400,580.00,0.00,7.29,1
2025-06-09 14:03:32,NODE_1,-62,26.20,64.00,396,576.00,0.00,7.31,1
2025-06-09 14:03:42,NODE_1,-68,26.00,64.00,390,565.00,0.00,7.29,1
2025-06-09 14:03:52,NODE_1,-62,26.60,64.00,395,560.00,0.00,7.29,1
2025-06-09 14:04:03,NODE_1,-67,26.80,64.00,396,554.00,0.00,7.28,1
2025-06-09 14:04:13,NODE_1,-67,26.70,64.00,398,547.00,0.00,7.30,1
2025-06-09 14:04:23,NODE_1,-62,26.60,64.00,384,541.00,0.00,7.30,1
2025-06-09 14:04:33,NODE_1,-62,26.00,64.00,382,525.00,0.00,7.30,1
2025-06-09 14:04:43,NODE_1,-69,26.40,64.00,385,545.00,0.00,7.29,1
2025-06-09 14:04:53,NODE_1,-66,26.70,64.00,375,532.00,0.00,7.29,1
2025-06-09 14:05:03,NODE_1,-62,26.40,64.00,392,561.00,0.00,7.31,1
2025-06-09 14:05:13,NODE_1,-68,26.40,64.00,394,560.00,0.00,7.30,1
2025-06-09 14:05:23,NODE_1,-67,26.30,64.00,400,578.00,0.00,7.31,1
2025-06-09 14:05:33,NODE_1,-67,26.00,64.00,398,578.00,0.00,7.29,1
2025-06-09 14:05:43,NODE_1,-68,26.40,64.00,393,572.00,0.00,7.30,1
2025-06-09 14:05:53,NODE_1,-62,26.30,64.00,397,576.00,0.00,7.30,1
2025-06-09 14:06:03,NODE_1,-66,26.80,64.00,386,574.00,0.00,7.30,1
2025-06-09 14:06:13,NODE_1,-66,26.60,64.00,390,573.00,0.00,7.31,1
2025-06-09 14:06:23,NODE_1,-67,26.80,64.00,386,561.00,0.00,7.30,1
2025-06-09 14:06:34,NODE_1,-67,26.90,64.00,371,544.00,0.00,7.29,1
2025-06-09 14:06:44,NODE_1,-67,26.30,64.00,383,570.00,0.00,7.29,1
