timestamp,nodeId,rssi,temp,hum,light,co2ppm,soilMoisture,voltage,state
2025-06-09 13:00:07,NODE_1,-62,27.60,63.00,646,499.00,0.00,7.34,1
2025-06-09 13:00:17,NODE_1,-59,27.80,63.00,656,535.00,0.00,7.33,1
2025-06-09 13:00:27,NODE_1,-59,27.60,63.00,629,527.00,0.00,7.32,1
2025-06-09 13:00:37,NODE_1,-63,27.20,63.00,652,525.00,0.00,7.32,1
2025-06-09 13:00:47,NODE_1,-57,27.70,63.00,635,505.00,0.00,7.32,1
2025-06-09 13:00:58,NODE_1,-59,27.30,63.00,629,496.00,0.00,7.32,1
2025-06-09 13:01:08,NODE_1,-61,27.00,64.00,624,507.00,0.00,7.32,1
2025-06-09 13:01:18,NODE_1,-62,27.90,63.00,642,511.00,0.00,7.32,1
2025-06-09 13:01:28,NODE_1,-62,27.30,64.00,677,501.00,0.00,7.33,1
2025-06-09 13:01:38,NODE_1,-60,27.00,64.00,668,508.00,0.00,7.32,1
2025-06-09 13:01:48,NODE_1,-62,27.50,64.00,666,510.00,0.00,7.29,1
2025-06-09 13:01:58,NODE_1,-63,27.80,64.00,622,522.00,0.00,7.33,1
2025-06-09 13:02:08,NODE_1,-61,27.80,64.00,689,521.00,0.00,7.32,1
2025-06-09 13:02:18,NODE_1,-63,27.30,64.00,694,511.00,0.00,7.26,1
2025-06-09 13:02:28,NODE_1,-62,27.50,63.00,702,538.00,0.00,7.36,1
2025-06-09 13:02:38,NODE_1,-63,27.80,63.00,702,471.00,0.00,7.32,1
2025-06-09 13:02:48,NODE_1,-62,27.90,63.00,728,528.00,0.00,7.32,1
2025-06-09 13:02:58,NODE_1,-62,27.50,63.00,711,554.00,0.00,7.31,1
2025-06-09 13:03:08,NODE_1,-61,27.50,63.00,705,576.00,0.00,7.31,1
2025-06-09 13:03:18,NODE_1,-61,27.80,63.00,715,547.00,0.00,7.32,1
2025-06-09 13:03:29,NODE_1,-61,27.80,63.00,706,532.00,0.00,7.32,1
2025-06-09 13:03:39,NODE_1,-58,27.40,63.00,704,537.00,0.00,7.32,1
2025-06-09 13:03:49,NODE_1,-61,27.60,63.00,710,528.00,0.00,7.32,1
2025-06-09 13:03:59,NODE_1,-61,27.70,63.00,703,539.00,0.00,7.32,1
2025-06-09 13:04:09,NODE_1,-56,27.30,63.00,705,493.00,0.00,7.31,1
2025-06-09 13:04:19,NODE_1,-57,27.60,63.00,678,503.00,0.00,7.32,1
2025-06-09 13:04:29,NODE_1,-61,27.50,63.00,667,491.00,0.00,7.32,1
2025-06-09 13:04:39,NODE_1,-63,27.50,63.00,656,495.00,0.00,7.27,1
2025-06-09 13:04:49,NODE_1,-61,27.70,64.00,688,487.00,0.00,7.29,1
2025-06-09 13:04:59,NODE_1,-64,27.40,64.00,558,496.00,0.00,7.32,1
2025-06-09 13:05:09,NODE_1,-74,27.80,64.00,549,508.00,0.00,7.32,1
2025-06-09 13:05:19,NODE_1,-61,27.60,64.00,624,505.00,0.00,7.32,1
2025-06-09 13:05:29,NODE_1,-62,27.90,65.00,651,511.00,0.00,7.31,1
2025-06-09 13:05:39,NODE_1,-61,27.70,64.00,645,462.00,0.00,7.34,1
2025-06-09 13:05:50,NODE_1,-61,27.80,64.00,656,498.00,0.00,7.32,1
2025-06-09 13:06:00,NODE_1,-61,27.00,64.00,649,503.00,0.00,7.32,1
2025-06-09 13:06:10,NODE_1,-59,27.50,64.00,663,571.00,0.00,7.32,1
2025-06-09 13:06:20,NODE_1,-61,27.60,64.00,675,505.00,0.00,7.32,1
2025-06-09 13:06:30,NODE_1,-63,27.50,63.00,715,497.00,0.00,7.32,1
2025-06-09 13:06:40,NODE_1,-61,27.80,64.00,719,483.00,0.00,7.31,1
2025-06-09 13:06:50,NODE_1,-60,27.50,63.00,688,497.00,0.00,7.33,1
2025-06-09 13:07:00,NODE_1,-60,27.40,64.00,688,491.00,0.00,7.29,1
2025-06-09 13:07:10,NODE_1,-61,27.00,64.00,639,511.00,0.00,7.32,1
2025-06-09 13:07:20,NODE_1,-61,27.50,64.00,637,507.00,0.00,7.32,1
2025-06-09 13:07:30,NODE_1,-61,27.80,64.00,638,507.00,0.00,7.32,1
2025-06-09 13:07:40,NODE_1,-61,27.60,64.00,627,523.00,0.00,7.33,1
2025-06-09 13:07:50,NODE_1,-61,26.20,64.00,641,490.00,0.00,7.32,1
2025-06-09 13:08:00,NODE_1,-61,26.90,64.00,643,499.00,0.00,7.32,1
2025-06-09 13:08:10,NODE_1,-61,26.00,64.00,641,496.00,0.00,7.31,1
