2025-06-08 19:52:21,NODE_1,-40,26.00,64.00,1119,601.00,0.00,0.00
2025-06-08 19:52:31,NODE_1,-40,26.70,64.00,1150,614.00,0.00,0.00
2025-06-08 19:52:41,NODE_1,-40,26.50,64.00,1150,753.00,0.00,0.00
2025-06-08 19:52:51,NODE_1,-40,26.80,64.00,1159,735.00,0.00,0.00
2025-06-08 19:53:01,NODE_1,-40,26.00,64.00,1166,746.00,0.00,0.00
2025-06-08 19:53:11,NODE_1,-40,26.00,64.00,1087,749.00,0.00,0.00
2025-06-08 19:53:21,NODE_1,-40,26.20,64.00,1067,775.00,0.00,0.00
2025-06-08 19:53:31,NODE_1,-40,26.20,64.00,1067,775.00,0.00,0.00
2025-06-08 19:53:41,NODE_1,-40,26.20,64.00,1067,775.00,0.00,0.00
2025-06-08 19:53:51,NODE_1,-40,26.20,64.00,1067,775.00,0.00,0.00
2025-06-08 19:54:01,NODE_1,-40,26.40,63.00,1153,557.00,0.00,0.00
2025-06-08 19:54:11,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:54:21,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:54:31,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:54:41,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:54:51,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:55:02,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:55:12,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:55:22,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:55:32,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:55:42,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:55:52,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:56:02,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:56:12,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:56:22,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:56:32,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:56:42,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:56:52,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:57:02,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:57:12,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:57:22,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:57:32,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:57:42,NODE_1,-40,26.80,64.00,1151,582.00,0.00,0.00
2025-06-08 19:57:52,NODE_1,-40,26.40,62.00,1097,656.00,0.00,0.00
2025-06-08 19:58:02,NODE_1,-40,26.90,62.00,1114,704.00,0.00,0.00
2025-06-08 19:58:12,NODE_1,-40,26.00,62.00,1109,763.00,0.00,0.00
2025-06-08 19:58:22,NODE_1,-40,26.70,62.00,1106,789.00,0.00,0.00
2025-06-08 19:58:32,NODE_1,-40,26.70,62.00,1117,794.00,0.00,0.00
2025-06-08 19:58:42,NODE_1,-40,26.70,62.00,1023,797.00,0.00,0.00
2025-06-08 19:58:52,NODE_1,-40,26.00,62.00,1034,782.00,0.00,0.00
2025-06-08 19:59:02,NODE_1,-40,26.90,62.00,1007,806.00,0.00,0.00
2025-06-08 19:59:12,NODE_1,-40,26.80,62.00,1015,804.00,0.00,0.00
2025-06-08 19:59:22,NODE_1,-40,26.70,62.00,1117,803.00,0.00,0.00
2025-06-08 19:59:32,NODE_1,-40,26.30,62.00,1015,791.00,0.00,0.00
2025-06-08 19:59:43,NODE_1,-40,26.90,62.00,1019,797.00,0.00,0.00
2025-06-08 19:59:53,NODE_1,-40,26.00,62.00,1104,789.00,0.00,0.00
