timestamp,nodeId,rssi,temp,hum,light,co2ppm,soilMoisture,voltage
2025-06-09 00:00:04,NODE_1,-40,27.30,49.00,1104,366.00,0.00,0.00
2025-06-09 00:00:14,NODE_1,-40,27.70,49.00,1114,367.00,0.00,0.00
2025-06-09 00:00:24,NODE_1,-40,27.60,49.00,1041,363.00,0.00,0.00
2025-06-09 00:00:34,NODE_1,-40,27.50,49.00,1118,365.00,0.00,0.00
2025-06-09 00:00:45,NODE_1,-40,27.60,49.00,1109,365.00,0.00,0.00
2025-06-09 00:00:55,NODE_1,-40,27.80,49.00,1043,367.00,0.00,0.00
2025-06-09 00:01:05,NODE_1,-40,27.80,49.00,1136,365.00,0.00,0.00
2025-06-09 00:01:42,NODE_1,-40,27.80,49.00,1109,400.00,0.00,0.00
2025-06-09 00:01:53,NODE_1,-40,27.30,49.00,1121,360.00,0.00,0.00
2025-06-09 00:02:03,NODE_1,-40,27.00,49.00,1113,354.00,0.00,0.00
2025-06-09 00:02:13,NODE_1,-40,27.20,49.00,1110,363.00,0.00,0.00
2025-06-09 00:02:23,NODE_1,-40,27.00,49.00,1104,367.00,0.00,0.00
2025-06-09 00:02:33,NODE_1,-40,27.30,49.00,1110,365.00,0.00,0.00
2025-06-09 00:02:43,NODE_1,-40,27.30,49.00,979,359.00,0.00,0.00
2025-06-09 00:02:53,NODE_1,-40,27.70,49.00,969,344.00,0.00,0.00
2025-06-09 00:03:03,NODE_1,-40,27.40,49.00,977,387.00,0.00,0.00
2025-06-09 00:03:13,NODE_1,-40,27.50,49.00,974,371.00,0.00,0.00
2025-06-09 00:03:23,NODE_1,-40,27.00,49.00,975,359.00,0.00,0.00
2025-06-09 00:03:33,NODE_1,-40,27.50,49.00,976,351.00,0.00,0.00
2025-06-09 00:03:43,NODE_1,-40,27.00,49.00,991,358.00,0.00,0.00
2025-06-09 00:03:53,NODE_1,-40,27.50,49.00,975,339.00,0.00,0.00
2025-06-09 00:04:03,NODE_1,-40,27.00,49.00,976,350.00,0.00,0.00
2025-06-09 00:04:13,NODE_1,-40,27.30,49.00,974,351.00,0.00,0.00
2025-06-09 00:17:44,NODE_1,-40,27.10,49.00,993,371.00,0.00,0.00
2025-06-09 00:17:54,NODE_1,-40,27.90,49.00,995,376.00,0.00,0.00
2025-06-09 00:18:04,NODE_1,-40,27.40,49.00,998,367.00,0.00,0.00
2025-06-09 00:18:14,NODE_1,-40,27.40,49.00,992,368.00,0.00,0.00
2025-06-09 00:18:24,NODE_1,-40,27.80,49.00,993,363.00,0.00,0.00
2025-06-09 00:18:35,NODE_1,-40,27.30,49.00,1006,352.00,0.00,0.00
2025-06-09 00:18:45,NODE_1,-40,27.60,49.00,993,327.00,0.00,0.00
2025-06-09 00:18:55,NODE_1,-40,27.00,49.00,1000,363.00,0.00,0.00
2025-06-09 00:19:05,NODE_1,-40,27.60,49.00,1001,354.00,0.00,0.00
2025-06-09 00:19:15,NODE_1,-40,27.00,49.00,1002,361.00,0.00,0.00
2025-06-09 00:19:25,NODE_1,-40,27.40,49.00,994,355.00,0.00,0.00
2025-06-09 00:19:35,NODE_1,-40,26.50,50.00,983,368.00,0.00,0.00
2025-06-09 00:19:45,NODE_1,-40,26.40,50.00,1008,369.00,0.00,0.00
2025-06-09 00:19:55,NODE_1,-40,26.40,50.00,1018,401.00,0.00,0.00
2025-06-09 00:20:05,NODE_1,-40,26.40,50.00,1013,384.00,0.00,0.00
2025-06-09 00:20:15,NODE_1,-40,26.00,50.00,1008,371.00,0.00,0.00
2025-06-09 00:20:25,NODE_1,-40,27.00,49.00,1012,375.00,0.00,0.00
2025-06-09 00:20:35,NODE_1,-40,27.90,49.00,1009,384.00,0.00,0.00
2025-06-09 00:20:45,NODE_1,-40,27.90,49.00,1006,395.00,0.00,0.00
2025-06-09 00:20:55,NODE_1,-40,27.80,49.00,1016,400.00,0.00,0.00
2025-06-09 00:21:05,NODE_1,-40,27.50,49.00,1008,403.00,0.00,0.00
2025-06-09 00:21:16,NODE_1,-40,27.70,49.00,1012,399.00,0.00,0.00
2025-06-09 00:21:26,NODE_1,-40,27.70,49.00,1009,403.00,0.00,0.00
2025-06-09 00:21:36,NODE_1,-40,26.20,50.00,1011,375.00,0.00,0.00
2025-06-09 00:21:46,NODE_1,-40,26.40,50.00,1008,384.00,0.00,0.00
2025-06-09 00:21:56,NODE_1,-40,26.10,50.00,999,381.00,0.00,0.00
2025-06-09 00:22:06,NODE_1,-40,26.80,51.00,1012,411.00,0.00,0.00
2025-06-09 00:22:16,NODE_1,-40,26.30,51.00,1007,401.00,0.00,0.00
2025-06-09 00:22:26,NODE_1,-40,26.00,50.00,1001,409.00,0.00,0.00
2025-06-09 00:22:36,NODE_1,-40,26.90,50.00,1013,390.00,0.00,0.00
2025-06-09 00:22:46,NODE_1,-40,26.40,50.00,1021,384.00,0.00,0.00
2025-06-09 00:22:56,NODE_1,-40,26.80,50.00,1015,373.00,0.00,0.00
2025-06-09 00:23:06,NODE_1,-40,27.00,49.00,1019,371.00,0.00,0.00
2025-06-09 00:23:16,NODE_1,-40,27.50,49.00,1008,364.00,0.00,0.00
2025-06-09 00:23:26,NODE_1,-40,27.10,49.00,1008,368.00,0.00,0.00
2025-06-09 00:23:36,NODE_1,-40,27.20,49.00,1008,368.00,0.00,0.00
2025-06-09 00:23:47,NODE_1,-40,27.30,49.00,1011,368.00,0.00,0.00
2025-06-09 00:23:57,NODE_1,-40,27.00,49.00,1023,379.00,0.00,0.00
2025-06-09 00:24:07,NODE_1,-40,27.20,49.00,1020,370.00,0.00,0.00
2025-06-09 00:24:17,NODE_1,-40,27.60,49.00,1017,402.00,0.00,0.00
2025-06-09 00:24:27,NODE_1,-40,27.50,49.00,1019,362.00,0.00,0.00
2025-06-09 00:24:37,NODE_1,-40,27.20,49.00,1018,360.00,0.00,0.00
2025-06-09 00:24:47,NODE_1,-40,27.30,49.00,1014,362.00,0.00,0.00
2025-06-09 00:24:57,NODE_1,-40,27.30,49.00,1007,368.00,0.00,0.00
2025-06-09 00:25:07,NODE_1,-40,27.40,49.00,1007,361.00,0.00,0.00
2025-06-09 00:25:17,NODE_1,-40,27.90,49.00,1017,377.00,0.00,0.00
2025-06-09 00:25:27,NODE_1,-40,27.70,49.00,1009,368.00,0.00,0.00
2025-06-09 00:25:37,NODE_1,-40,27.00,49.00,1008,368.00,0.00,0.00
2025-06-09 00:25:47,NODE_1,-40,27.80,49.00,1011,366.00,0.00,0.00
2025-06-09 00:25:57,NODE_1,-40,27.20,49.00,1008,368.00,0.00,0.00
2025-06-09 00:26:07,NODE_1,-40,27.60,49.00,1005,368.00,0.00,0.00
2025-06-09 00:26:17,NODE_1,-40,27.80,49.00,1008,369.00,0.00,0.00
2025-06-09 00:26:28,NODE_1,-40,27.60,49.00,1013,383.00,0.00,0.00
2025-06-09 00:26:38,NODE_1,-40,27.30,49.00,1002,363.00,0.00,0.00
2025-06-09 00:26:48,NODE_1,-40,27.90,49.00,1006,367.00,0.00,0.00
2025-06-09 00:26:58,NODE_1,-40,27.20,49.00,1008,370.00,0.00,0.00
2025-06-09 00:27:08,NODE_1,-40,27.70,49.00,1015,371.00,0.00,0.00
2025-06-09 00:27:18,NODE_1,-40,27.30,49.00,1023,368.00,0.00,0.00
2025-06-09 00:27:28,NODE_1,-40,27.30,49.00,1006,365.00,0.00,0.00
2025-06-09 00:27:38,NODE_1,-40,27.20,49.00,1017,347.00,0.00,0.00
2025-06-09 00:27:48,NODE_1,-40,27.60,49.00,1008,370.00,0.00,0.00
2025-06-09 00:27:58,NODE_1,-40,27.70,49.00,1011,368.00,0.00,0.00
2025-06-09 00:28:08,NODE_1,-40,27.10,49.00,1011,378.00,0.00,0.00
2025-06-09 00:28:18,NODE_1,-40,27.30,49.00,1007,370.00,0.00,0.00
2025-06-09 00:28:28,NODE_1,-40,27.30,49.00,1008,370.00,0.00,0.00
2025-06-09 00:28:38,NODE_1,-40,27.00,49.00,1009,358.00,0.00,0.00
2025-06-09 00:28:48,NODE_1,-40,27.20,49.00,1006,363.00,0.00,0.00
2025-06-09 00:28:59,NODE_1,-40,27.60,49.00,1003,370.00,0.00,0.00
2025-06-09 00:29:09,NODE_1,-40,27.50,49.00,1008,370.00,0.00,0.00
2025-06-09 00:29:19,NODE_1,-40,27.10,50.00,1021,381.00,0.00,0.00
2025-06-09 00:29:29,NODE_1,-40,27.00,50.00,1020,385.00,0.00,0.00
2025-06-09 00:29:39,NODE_1,-40,27.40,50.00,1022,376.00,0.00,0.00
2025-06-09 00:29:49,NODE_1,-40,27.40,49.00,1008,384.00,0.00,0.00
2025-06-09 00:29:59,NODE_1,-40,27.80,49.00,1007,380.00,0.00,0.00
2025-06-09 00:30:09,NODE_1,-40,27.90,49.00,1007,383.00,0.00,0.00
2025-06-09 00:30:19,NODE_1,-40,27.60,49.00,1013,389.00,0.00,0.00
2025-06-09 00:30:29,NODE_1,-40,27.80,49.00,1019,411.00,0.00,0.00
2025-06-09 00:30:39,NODE_1,-40,27.70,49.00,1008,383.00,0.00,0.00
2025-06-09 00:30:49,NODE_1,-40,27.50,49.00,1021,383.00,0.00,0.00
2025-06-09 00:30:59,NODE_1,-40,27.60,49.00,1020,395.00,0.00,0.00
2025-06-09 00:31:09,NODE_1,-40,27.20,49.00,1022,390.00,0.00,0.00
2025-06-09 00:31:19,NODE_1,-40,27.20,49.00,1009,398.00,0.00,0.00
2025-06-09 00:31:29,NODE_1,-40,26.10,50.00,1007,366.00,0.00,0.00
2025-06-09 00:31:40,NODE_1,-40,26.50,50.00,1017,388.00,0.00,0.00
2025-06-09 00:31:50,NODE_1,-40,26.50,50.00,1008,389.00,0.00,0.00
2025-06-09 00:32:00,NODE_1,-40,26.80,50.00,1015,391.00,0.00,0.00
2025-06-09 00:32:10,NODE_1,-40,26.00,50.00,994,400.00,0.00,0.00
2025-06-09 00:32:20,NODE_1,-40,26.20,50.00,1008,406.00,0.00,0.00
2025-06-09 00:32:30,NODE_1,-40,26.20,50.00,1007,410.00,0.00,0.00
2025-06-09 00:32:40,NODE_1,-40,26.40,50.00,1008,409.00,0.00,0.00
2025-06-09 00:32:50,NODE_1,-40,26.10,50.00,1018,400.00,0.00,0.00
2025-06-09 00:33:00,NODE_1,-40,26.70,50.00,1019,408.00,0.00,0.00
2025-06-09 00:33:10,NODE_1,-40,26.40,50.00,1013,417.00,0.00,0.00
2025-06-09 00:33:20,NODE_1,-40,26.80,50.00,1030,438.00,0.00,0.00
2025-06-09 00:33:30,NODE_1,-40,27.20,50.00,1022,391.00,0.00,0.00
2025-06-09 00:33:40,NODE_1,-40,27.00,50.00,1022,400.00,0.00,0.00
2025-06-09 00:33:50,NODE_1,-40,27.00,49.00,1011,400.00,0.00,0.00
2025-06-09 00:34:00,NODE_1,-40,27.50,50.00,1023,407.00,0.00,0.00
2025-06-09 00:34:11,NODE_1,-40,27.20,49.00,1011,386.00,0.00,0.00
2025-06-09 00:34:21,NODE_1,-40,26.40,50.00,1040,394.00,0.00,0.00
2025-06-09 00:34:31,NODE_1,-40,26.10,50.00,1022,384.00,0.00,0.00
2025-06-09 00:34:41,NODE_1,-40,26.00,50.00,1023,393.00,0.00,0.00
2025-06-09 00:34:51,NODE_1,-40,26.00,50.00,1006,395.00,0.00,0.00
2025-06-09 00:35:01,NODE_1,-40,26.60,50.00,1038,399.00,0.00,0.00
2025-06-09 00:35:11,NODE_1,-40,26.20,50.00,1023,399.00,0.00,0.00
2025-06-09 00:35:21,NODE_1,-40,26.60,50.00,1031,473.00,0.00,0.00
2025-06-09 00:35:31,NODE_1,-40,26.80,50.00,1023,410.00,0.00,0.00
2025-06-09 00:35:41,NODE_1,-40,26.00,50.00,1034,413.00,0.00,0.00
2025-06-09 00:35:51,NODE_1,-40,26.10,50.00,1023,413.00,0.00,0.00
2025-06-09 00:36:01,NODE_1,-40,26.50,50.00,1018,424.00,0.00,0.00
2025-06-09 00:36:11,NODE_1,-40,27.10,50.00,1015,418.00,0.00,0.00
2025-06-09 00:36:21,NODE_1,-40,27.90,50.00,1033,417.00,0.00,0.00
2025-06-09 00:36:31,NODE_1,-40,27.40,50.00,1023,422.00,0.00,0.00
2025-06-09 00:36:41,NODE_1,-40,27.40,50.00,1023,442.00,0.00,0.00
2025-06-09 00:36:52,NODE_1,-40,27.50,50.00,1038,431.00,0.00,0.00
2025-06-09 00:37:02,NODE_1,-40,27.00,50.00,1023,441.00,0.00,0.00
2025-06-09 00:37:12,NODE_1,-40,27.90,50.00,1031,428.00,0.00,0.00
2025-06-09 00:37:22,NODE_1,-40,27.60,50.00,1023,400.00,0.00,0.00
2025-06-09 00:37:32,NODE_1,-40,27.20,50.00,1022,410.00,0.00,0.00
2025-06-09 00:37:42,NODE_1,-40,27.00,50.00,1023,395.00,0.00,0.00
2025-06-09 00:37:52,NODE_1,-40,27.10,50.00,1023,406.00,0.00,0.00
2025-06-09 00:38:02,NODE_1,-40,27.70,50.00,1021,425.00,0.00,0.00
2025-06-09 00:38:12,NODE_1,-40,27.90,50.00,1040,405.00,0.00,0.00
2025-06-09 00:38:22,NODE_1,-40,27.70,49.00,1023,400.00,0.00,0.00
2025-06-09 00:38:32,NODE_1,-40,27.10,49.00,1023,403.00,0.00,0.00
2025-06-09 00:38:42,NODE_1,-40,27.50,49.00,1037,407.00,0.00,0.00
2025-06-09 00:38:52,NODE_1,-40,27.50,49.00,1037,407.00,0.00,0.00
2025-06-09 00:39:02,NODE_1,-40,27.20,50.00,1038,401.00,0.00,0.00
2025-06-09 00:39:12,NODE_1,-40,27.60,50.00,1023,400.00,0.00,0.00
2025-06-09 00:39:22,NODE_1,-40,27.60,49.00,1008,409.00,0.00,0.00
2025-06-09 00:39:33,NODE_1,-40,27.60,49.00,1005,411.00,0.00,0.00
2025-06-09 00:39:43,NODE_1,-40,27.60,49.00,969,399.00,0.00,0.00
2025-06-09 00:39:53,NODE_1,-40,27.60,49.00,969,399.00,0.00,0.00
2025-06-09 00:40:03,NODE_1,-40,27.40,49.00,982,398.00,0.00,0.00
2025-06-09 00:40:13,NODE_1,-40,27.90,49.00,980,390.00,0.00,0.00
2025-06-09 00:40:23,NODE_1,-40,27.40,49.00,979,389.00,0.00,0.00
2025-06-09 00:40:33,NODE_1,-40,27.00,49.00,993,406.00,0.00,0.00
2025-06-09 00:40:43,NODE_1,-40,27.20,49.00,985,384.00,0.00,0.00
2025-06-09 00:40:53,NODE_1,-40,27.70,49.00,979,386.00,0.00,0.00
2025-06-09 00:41:03,NODE_1,-40,27.10,49.00,983,380.00,0.00,0.00
2025-06-09 00:41:13,NODE_1,-40,27.20,49.00,984,383.00,0.00,0.00
2025-06-09 00:41:23,NODE_1,-40,27.40,49.00,979,374.00,0.00,0.00
2025-06-09 00:41:33,NODE_1,-40,27.90,49.00,986,373.00,0.00,0.00
2025-06-09 00:41:43,NODE_1,-40,27.10,49.00,983,370.00,0.00,0.00
2025-06-09 00:41:53,NODE_1,-40,27.90,49.00,993,368.00,0.00,0.00
2025-06-09 00:42:04,NODE_1,-40,27.20,49.00,992,386.00,0.00,0.00
2025-06-09 00:42:14,NODE_1,-40,27.90,49.00,987,370.00,0.00,0.00
2025-06-09 00:42:24,NODE_1,-40,27.00,49.00,975,368.00,0.00,0.00
2025-06-09 00:42:34,NODE_1,-40,27.70,49.00,984,379.00,0.00,0.00
2025-06-09 00:42:44,NODE_1,-40,27.10,49.00,980,381.00,0.00,0.00
2025-06-09 00:42:54,NODE_1,-40,27.10,49.00,979,373.00,0.00,0.00
2025-06-09 00:43:04,NODE_1,-40,27.40,49.00,982,374.00,0.00,0.00
2025-06-09 00:43:14,NODE_1,-40,27.40,49.00,988,389.00,0.00,0.00
2025-06-09 00:43:24,NODE_1,-40,27.50,49.00,979,371.00,0.00,0.00
2025-06-09 00:43:34,NODE_1,-40,27.70,49.00,966,379.00,0.00,0.00
2025-06-09 00:43:44,NODE_1,-40,27.80,49.00,976,378.00,0.00,0.00
2025-06-09 00:43:54,NODE_1,-40,27.30,49.00,980,399.00,0.00,0.00
2025-06-09 00:44:04,NODE_1,-40,27.20,49.00,988,378.00,0.00,0.00
2025-06-09 00:44:14,NODE_1,-40,27.90,49.00,976,377.00,0.00,0.00
2025-06-09 00:44:24,NODE_1,-40,27.00,49.00,978,375.00,0.00,0.00
2025-06-09 00:44:34,NODE_1,-40,27.10,49.00,977,374.00,0.00,0.00
2025-06-09 00:44:45,NODE_1,-40,27.90,49.00,981,375.00,0.00,0.00
