2025-06-09 16:00:00,NODE_1,-67,26.10,64.00,529,539.00,0.00,7.31,1
2025-06-09 16:00:10,NODE_1,-68,26.60,65.00,534,542.00,0.00,7.31,1
2025-06-09 16:00:20,NODE_1,-67,26.60,64.00,535,538.00,0.00,7.31,1
2025-06-09 16:00:30,NODE_1,-68,26.30,64.00,538,543.00,0.00,7.27,1
2025-06-09 16:00:41,NODE_1,-67,26.50,64.00,536,544.00,0.00,7.30,1
2025-06-09 16:00:51,NODE_1,-67,26.50,64.00,533,541.00,0.00,7.29,1
2025-06-09 16:01:01,NODE_1,-68,26.00,64.00,528,543.00,0.00,7.29,1
2025-06-09 16:01:11,NODE_1,-67,26.20,64.00,541,543.00,0.00,7.28,1
2025-06-09 16:01:21,NODE_1,-67,26.80,64.00,535,546.00,0.00,7.28,1
2025-06-09 16:01:31,NODE_1,-66,26.90,64.00,530,546.00,0.00,7.31,1
2025-06-09 16:01:41,NODE_1,-66,26.30,64.00,505,543.00,0.00,7.29,1
2025-06-09 16:01:51,NODE_1,-65,26.10,64.00,502,538.00,0.00,7.30,1
2025-06-09 16:02:01,NODE_1,-66,26.20,64.00,502,535.00,0.00,7.31,1
2025-06-09 16:02:11,NODE_1,-65,26.50,64.00,511,543.00,0.00,7.30,1
2025-06-09 16:02:21,NODE_1,-65,26.50,64.00,502,534.00,0.00,7.29,1
2025-06-09 16:02:31,NODE_1,-62,26.70,64.00,506,539.00,0.00,7.29,1
2025-06-09 16:02:41,NODE_1,-67,26.30,64.00,503,547.00,0.00,7.30,1
2025-06-09 16:02:51,NODE_1,-67,26.30,64.00,508,550.00,0.00,7.31,1
2025-06-09 16:03:01,NODE_1,-67,26.50,64.00,506,545.00,0.00,7.27,1
2025-06-09 16:03:12,NODE_1,-67,26.40,64.00,511,547.00,0.00,7.31,1
2025-06-09 16:03:22,NODE_1,-67,26.90,64.00,501,551.00,0.00,7.31,1
2025-06-09 16:03:32,NODE_1,-68,26.40,64.00,503,553.00,0.00,7.31,1
2025-06-09 16:03:42,NODE_1,-67,26.60,64.00,511,558.00,0.00,7.28,1
2025-06-09 16:03:52,NODE_1,-67,26.60,64.00,511,560.00,0.00,7.29,1
2025-06-09 16:04:02,NODE_1,-66,26.90,64.00,524,577.00,0.00,7.31,1
2025-06-09 16:04:12,NODE_1,-67,26.40,64.00,523,580.00,0.00,7.29,1
2025-06-09 16:04:22,NODE_1,-67,26.40,64.00,528,594.00,0.00,7.30,1
2025-06-09 16:04:32,NODE_1,-67,26.00,64.00,511,591.00,0.00,7.29,1
2025-06-09 16:04:42,NODE_1,-67,26.60,64.00,511,588.00,0.00,7.30,1
2025-06-09 16:04:52,NODE_1,-67,26.80,64.00,524,595.00,0.00,7.29,1
2025-06-09 16:05:02,NODE_1,-67,26.40,64.00,524,594.00,0.00,7.30,1
2025-06-09 16:05:12,NODE_1,-67,26.40,64.00,506,589.00,0.00,7.28,1
2025-06-09 16:05:22,NODE_1,-67,26.20,64.00,511,592.00,0.00,7.30,1
