timestamp,nodeId,rssi,temp,hum,light,co2ppm,soilMoisture,voltage,state
2025-06-09 23:00:07,NODE_1,-69,26.20,58.00,2442,400.00,0.00,7.29,1
2025-06-09 23:00:17,NODE_1,-70,26.90,58.00,2463,401.00,0.00,7.30,1
2025-06-09 23:00:27,NODE_1,-70,26.50,58.00,2442,399.00,0.00,7.29,1
2025-06-09 23:00:37,NODE_1,-71,26.50,58.00,2443,399.00,0.00,7.29,1
2025-06-09 23:00:48,NODE_1,-63,26.80,58.00,2448,400.00,0.00,7.30,1
2025-06-09 23:00:58,NODE_1,-71,26.30,58.00,2467,400.00,0.00,7.31,1
2025-06-09 23:01:08,NODE_1,-70,26.80,58.00,2450,398.00,0.00,7.30,1
2025-06-09 23:01:18,NODE_1,-72,26.20,58.00,2442,397.00,0.00,7.29,1
2025-06-09 23:01:28,NODE_1,-62,26.90,58.00,2448,405.00,0.00,7.29,1
2025-06-09 23:01:38,NODE_1,-67,26.30,58.00,2438,414.00,0.00,7.30,1
2025-06-09 23:01:48,NODE_1,-71,26.30,58.00,2440,439.00,0.00,7.31,1
2025-06-09 23:01:58,NODE_1,-63,26.70,58.00,2444,451.00,0.00,7.31,1
2025-06-09 23:02:08,NODE_1,-73,26.00,58.00,2451,455.00,0.00,7.30,1
2025-06-09 23:02:18,NODE_1,-64,26.60,58.00,2458,461.00,0.00,7.31,1
2025-06-09 23:02:28,NODE_1,-67,26.20,58.00,2439,458.00,0.00,7.29,1
2025-06-09 23:02:38,NODE_1,-68,26.80,58.00,2435,466.00,0.00,7.30,1
2025-06-09 23:02:48,NODE_1,-70,26.00,58.00,2443,457.00,0.00,7.31,1
2025-06-09 23:02:59,NODE_1,-69,26.60,58.00,2436,445.00,0.00,7.29,1
2025-06-09 23:03:09,NODE_1,-68,26.80,58.00,2448,448.00,0.00,7.31,1
2025-06-09 23:03:19,NODE_1,-70,26.60,58.00,2437,435.00,0.00,7.30,1
2025-06-09 23:03:29,NODE_1,-70,26.60,58.00,2441,439.00,0.00,7.30,1
2025-06-09 23:03:39,NODE_1,-71,26.60,58.00,2434,448.00,0.00,7.31,1
2025-06-09 23:03:49,NODE_1,-71,26.00,58.00,2443,438.00,0.00,7.30,1
2025-06-09 23:03:59,NODE_1,-70,26.00,58.00,2432,432.00,0.00,7.31,1
2025-06-09 23:04:09,NODE_1,-71,26.80,58.00,2432,425.00,0.00,7.28,1
2025-06-09 23:04:19,NODE_1,-64,26.00,58.00,2442,425.00,0.00,7.30,1
2025-06-09 23:04:29,NODE_1,-73,26.80,58.00,2434,430.00,0.00,7.30,1
2025-06-09 23:04:39,NODE_1,-69,26.00,58.00,2437,433.00,0.00,7.32,1
2025-06-09 23:04:49,NODE_1,-68,26.40,58.00,2449,432.00,0.00,7.30,1
2025-06-09 23:04:59,NODE_1,-69,26.40,58.00,2454,429.00,0.00,7.30,1
2025-06-09 23:05:09,NODE_1,-63,26.90,58.00,2452,425.00,0.00,7.32,1
2025-06-09 23:05:20,NODE_1,-69,26.00,58.00,2448,416.00,0.00,7.29,1
2025-06-09 23:05:30,NODE_1,-66,26.50,58.00,2432,415.00,0.00,7.31,1
2025-06-09 23:05:40,NODE_1,-69,26.70,58.00,2432,410.00,0.00,7.29,1
2025-06-09 23:05:50,NODE_1,-70,26.70,58.00,2441,409.00,0.00,7.31,1
2025-06-09 23:06:00,NODE_1,-69,26.00,58.00,2444,410.00,0.00,7.31,1
2025-06-09 23:06:10,NODE_1,-71,26.70,58.00,2435,397.00,0.00,7.30,1
2025-06-09 23:06:20,NODE_1,-70,26.50,58.00,2448,400.00,0.00,7.31,1
2025-06-09 23:06:30,NODE_1,-71,26.10,58.00,2435,402.00,0.00,7.31,1
2025-06-09 23:06:40,NODE_1,-71,26.00,58.00,2436,400.00,0.00,7.29,1
2025-06-09 23:06:50,NODE_1,-69,26.50,58.00,2447,400.00,0.00,7.31,1
2025-06-09 23:07:00,NODE_1,-69,26.40,58.00,2438,393.00,0.00,7.30,1
2025-06-09 23:07:10,NODE_1,-66,26.20,58.00,2439,393.00,0.00,7.31,1
2025-06-09 23:07:20,NODE_1,-69,26.20,58.00,2443,398.00,0.00,7.29,1
2025-06-09 23:07:30,NODE_1,-70,26.90,58.00,2448,398.00,0.00,7.31,1
2025-06-09 23:07:41,NODE_1,-68,26.60,58.00,2437,403.00,0.00,7.30,1
2025-06-09 23:07:51,NODE_1,-65,26.50,58.00,2441,400.00,0.00,7.31,1
2025-06-09 23:08:01,NODE_1,-71,26.20,58.00,2437,395.00,0.00,7.31,1
2025-06-09 23:08:11,NODE_1,-69,26.30,58.00,2447,395.00,0.00,7.30,1
2025-06-09 23:08:21,NODE_1,-71,26.70,58.00,2431,394.00,0.00,7.30,1
2025-06-09 23:08:31,NODE_1,-64,26.00,58.00,2446,385.00,0.00,7.30,1
2025-06-09 23:08:41,NODE_1,-71,26.40,58.00,2442,382.00,0.00,7.31,1
2025-06-09 23:08:51,NODE_1,-71,26.30,57.00,2448,384.00,0.00,7.29,1
2025-06-09 23:09:01,NODE_1,-69,26.80,57.00,2445,382.00,0.00,7.31,1
2025-06-09 23:09:11,NODE_1,-69,26.80,58.00,2441,386.00,0.00,7.31,1
2025-06-09 23:09:21,NODE_1,-71,26.20,58.00,2433,389.00,0.00,7.30,1
2025-06-09 23:09:31,NODE_1,-70,26.80,58.00,2438,385.00,0.00,7.29,1
2025-06-09 23:09:41,NODE_1,-70,26.30,58.00,2435,385.00,0.00,7.30,1
2025-06-09 23:09:52,NODE_1,-70,26.10,57.00,2443,381.00,0.00,7.31,1
2025-06-09 23:10:02,NODE_1,-70,26.10,57.00,2441,379.00,0.00,7.31,1
2025-06-09 23:10:12,NODE_1,-71,26.00,57.00,2454,375.00,0.00,7.31,1
2025-06-09 23:10:22,NODE_1,-70,26.70,58.00,2447,374.00,0.00,7.31,1
2025-06-09 23:10:32,NODE_1,-70,26.60,58.00,2445,384.00,0.00,7.30,1
2025-06-09 23:10:42,NODE_1,-64,26.20,58.00,2442,394.00,0.00,7.31,1
2025-06-09 23:10:52,NODE_1,-70,26.00,58.00,2448,401.00,0.00,7.29,1
2025-06-09 23:11:02,NODE_1,-70,26.40,58.00,2451,405.00,0.00,7.32,1
2025-06-09 23:11:12,NODE_1,-69,26.70,58.00,2501,416.00,0.00,7.29,1
2025-06-09 23:11:22,NODE_1,-70,26.00,58.00,2503,428.00,0.00,7.30,1
2025-06-09 23:11:32,NODE_1,-69,26.60,58.00,2490,419.00,0.00,7.29,1
2025-06-09 23:11:42,NODE_1,-69,26.30,58.00,2494,411.00,0.00,7.30,1
2025-06-09 23:11:52,NODE_1,-70,26.90,58.00,2510,416.00,0.00,7.31,1
2025-06-09 23:12:03,NODE_1,-66,26.60,58.00,2510,413.00,0.00,7.31,1
2025-06-09 23:12:13,NODE_1,-70,26.50,58.00,2503,400.00,0.00,7.31,1
2025-06-09 23:12:23,NODE_1,-71,26.50,58.00,2499,395.00,0.00,7.31,1
2025-06-09 23:12:33,NODE_1,-74,26.70,58.00,2494,397.00,0.00,7.31,1
2025-06-09 23:12:43,NODE_1,-71,26.70,58.00,2494,393.00,0.00,7.31,1
2025-06-09 23:12:53,NODE_1,-72,26.70,58.00,2508,390.00,0.00,7.30,1
2025-06-09 23:13:03,NODE_1,-71,26.50,58.00,2512,394.00,0.00,7.29,1
2025-06-09 23:13:13,NODE_1,-69,26.40,58.00,2503,399.00,0.00,7.30,1
2025-06-09 23:13:23,NODE_1,-70,26.30,58.00,2507,402.00,0.00,7.31,1
2025-06-09 23:13:33,NODE_1,-63,26.30,58.00,2510,400.00,0.00,7.31,1
2025-06-09 23:13:43,NODE_1,-69,26.60,58.00,2509,400.00,0.00,7.31,1
2025-06-09 23:13:53,NODE_1,-70,26.70,58.00,2507,395.00,0.00,7.31,1
2025-06-09 23:14:03,NODE_1,-69,26.60,58.00,2501,389.00,0.00,7.31,1
2025-06-09 23:14:13,NODE_1,-68,26.90,58.00,2502,388.00,0.00,7.31,1
2025-06-09 23:14:24,NODE_1,-72,26.10,58.00,2503,391.00,0.00,7.31,1
2025-06-09 23:14:34,NODE_1,-69,26.00,58.00,2505,386.00,0.00,7.31,1
2025-06-09 23:14:44,NODE_1,-69,26.10,58.00,2493,395.00,0.00,7.30,1
2025-06-09 23:14:54,NODE_1,-70,26.80,58.00,2489,400.00,0.00,7.29,1
2025-06-09 23:15:04,NODE_1,-70,26.30,58.00,2496,400.00,0.00,7.29,1
2025-06-09 23:15:14,NODE_1,-70,26.50,58.00,2492,405.00,0.00,7.29,1
2025-06-09 23:15:24,NODE_1,-72,26.60,58.00,2503,407.00,0.00,7.31,1
2025-06-09 23:15:34,NODE_1,-69,26.70,58.00,2501,407.00,0.00,7.31,1
2025-06-09 23:15:44,NODE_1,-70,26.30,58.00,2511,410.00,0.00,7.31,1
2025-06-09 23:15:54,NODE_1,-70,26.80,58.00,2506,416.00,0.00,7.31,1
2025-06-09 23:16:04,NODE_1,-69,26.70,58.00,2495,421.00,0.00,7.31,1
2025-06-09 23:16:14,NODE_1,-70,26.90,58.00,2502,410.00,0.00,7.31,1
2025-06-09 23:16:24,NODE_1,-70,26.50,58.00,2512,412.00,0.00,7.31,1
2025-06-09 23:16:35,NODE_1,-65,26.10,58.00,2498,410.00,0.00,7.29,1
2025-06-09 23:16:45,NODE_1,-72,26.80,58.00,2506,404.00,0.00,7.30,1
2025-06-09 23:16:55,NODE_1,-70,26.70,58.00,2497,400.00,0.00,7.30,1
