timestamp,nodeId,rssi,temp,hum,light,co2ppm,soilMoisture,voltage
2025-06-07 12:10:44,NODE_1,-40,26.40,54.00,821,464.00,0.00,6.44
2025-06-07 12:10:54,NODE_1,-40,26.60,52.00,827,464.00,0.00,6.47
2025-06-07 12:11:04,NODE_1,-40,26.10,52.00,880,465.00,0.00,6.47
2025-06-07 12:11:14,NODE_1,-40,26.10,54.00,2751,464.00,0.00,6.42
2025-06-07 12:11:24,NODE_1,-40,26.60,53.00,864,458.00,0.00,6.45
2025-06-07 12:11:34,NODE_1,-40,26.80,52.00,875,449.00,0.00,6.48
2025-06-07 12:11:45,NODE_1,-40,26.00,52.00,875,451.00,0.00,6.46
2025-06-07 12:11:55,NODE_1,-40,26.90,52.00,803,455.00,0.00,6.48
2025-06-07 12:12:05,NODE_1,-40,26.30,54.00,850,439.00,0.00,6.47
2025-06-07 12:12:15,NODE_1,-40,26.90,53.00,848,458.00,0.00,6.49
2025-06-07 12:12:25,NODE_1,-40,26.10,52.00,786,451.00,0.00,6.49
2025-06-07 12:12:35,NODE_1,-40,26.70,52.00,832,464.00,0.00,6.44
2025-06-07 12:12:45,NODE_1,-40,26.20,52.00,827,459.00,0.00,6.41
2025-06-07 12:12:55,NODE_1,-40,26.10,52.00,793,490.00,0.00,6.48
2025-06-07 12:13:05,NODE_1,-40,26.10,52.00,781,496.00,0.00,6.48
2025-06-07 12:13:15,NODE_1,-40,26.10,52.00,771,478.00,0.00,6.44
2025-06-07 12:13:25,NODE_1,-40,26.30,53.00,733,469.00,0.00,6.33
2025-06-07 12:13:35,NODE_1,-40,26.20,52.00,748,440.00,0.00,6.48
2025-06-07 12:13:45,NODE_1,-40,26.90,52.00,765,449.00,0.00,6.47
2025-06-07 12:13:55,NODE_1,-40,26.60,52.00,769,466.00,0.00,6.48
2025-06-07 12:14:05,NODE_1,-40,26.70,52.00,749,455.00,0.00,6.54
2025-06-07 12:14:16,NODE_1,-40,26.30,51.00,689,460.00,0.00,6.46
2025-06-07 12:15:11,NODE_1,-40,26.60,51.00,767,457.00,0.00,6.47
2025-06-07 12:15:21,NODE_1,-40,26.60,51.00,767,457.00,0.00,6.47
2025-06-07 12:15:31,NODE_1,-40,26.60,51.00,781,531.00,0.00,6.43
2025-06-07 12:15:41,NODE_1,-40,26.00,51.00,784,442.00,0.00,6.47
2025-06-07 12:15:51,NODE_1,-40,26.70,51.00,784,451.00,0.00,6.49
2025-06-07 12:16:01,NODE_1,-40,26.70,51.00,759,464.00,0.00,6.48
2025-06-07 12:16:11,NODE_1,-40,26.80,51.00,762,448.00,0.00,6.33
2025-06-07 12:16:21,NODE_1,-40,26.80,51.00,795,447.00,0.00,6.45
2025-06-07 12:16:31,NODE_1,-40,26.90,51.00,763,446.00,0.00,6.47
2025-06-07 12:16:41,NODE_1,-40,26.40,51.00,768,432.00,0.00,6.49
