timestamp,nodeId,rssi,temp,hum,light,co2ppm,soilMoisture,voltage
2025-06-09 12:44:50,NODE_1,-62,27.50,63.00,709,481.00,0.00,7.32,1
2025-06-09 12:45:00,NODE_1,-57,27.80,63.00,682,487.00,0.00,7.32,1
2025-06-09 12:45:11,NODE_1,-63,27.70,63.00,688,511.00,0.00,7.32,1
2025-06-09 12:45:21,NODE_1,-62,27.90,63.00,721,487.00,0.00,7.35,1
2025-06-09 12:45:31,NODE_1,-61,27.00,64.00,721,482.00,0.00,7.32,1
2025-06-09 12:45:41,NODE_1,-60,27.40,64.00,718,529.00,0.00,7.31,1
2025-06-09 12:45:51,NODE_1,-62,27.20,64.00,731,511.00,0.00,7.33,1
2025-06-09 12:46:01,NODE_1,-63,27.20,64.00,717,494.00,0.00,7.34,1
2025-06-09 12:46:11,NODE_1,-62,27.90,64.00,711,499.00,0.00,7.32,1
2025-06-09 12:46:21,NODE_1,-61,27.40,64.00,662,539.00,0.00,7.31,1
2025-06-09 12:46:31,NODE_1,-60,27.20,63.00,719,498.00,0.00,7.32,1
2025-06-09 12:46:41,NODE_1,-62,27.50,63.00,702,498.00,0.00,7.26,1
2025-06-09 12:46:51,NODE_1,-61,27.60,63.00,689,499.00,0.00,7.32,1
2025-06-09 12:47:01,NODE_1,-60,27.20,64.00,711,508.00,0.00,7.35,1
2025-06-09 12:47:11,NODE_1,-61,27.60,64.00,675,470.00,0.00,7.32,1
2025-06-09 12:47:21,NODE_1,-61,27.50,64.00,687,497.00,0.00,7.35,1
2025-06-09 12:47:31,NODE_1,-61,27.40,63.00,656,494.00,0.00,7.32,1
2025-06-09 12:47:42,NODE_1,-60,27.00,63.00,684,486.00,0.00,7.31,1
2025-06-09 12:47:52,NODE_1,-65,27.40,63.00,633,494.00,0.00,7.32,1
2025-06-09 12:48:02,NODE_1,-63,27.30,63.00,661,499.00,0.00,7.31,1
2025-06-09 12:48:41,NODE_1,-63,27.50,63.00,666,496.00,0.00,7.32,1
2025-06-09 12:48:51,NODE_1,-82,27.30,63.00,586,479.00,0.00,7.32,1
2025-06-09 12:49:01,NODE_1,-72,27.60,63.00,647,487.00,0.00,7.32,1
2025-06-09 12:49:11,NODE_1,-62,27.70,63.00,624,505.00,0.00,7.32,1
2025-06-09 12:49:21,NODE_1,-71,27.10,63.00,607,503.00,0.00,7.33,1
2025-06-09 12:49:32,NODE_1,-76,27.60,63.00,567,499.00,0.00,7.32,1
2025-06-09 12:49:42,NODE_1,-74,27.10,63.00,578,497.00,0.00,7.32,1
2025-06-09 12:49:52,NODE_1,-76,27.10,63.00,571,498.00,0.00,7.33,1
2025-06-09 12:50:02,NODE_1,-61,27.50,63.00,694,503.00,0.00,7.34,1
2025-06-09 12:50:12,NODE_1,-61,27.00,63.00,690,468.00,0.00,7.33,1
2025-06-09 12:50:22,NODE_1,-62,27.50,63.00,679,485.00,0.00,7.31,1
2025-06-09 12:50:32,NODE_1,-61,27.50,63.00,679,495.00,0.00,7.32,1
2025-06-09 12:50:42,NODE_1,-62,27.80,63.00,671,503.00,0.00,7.32,1
2025-06-09 12:50:52,NODE_1,-59,27.80,63.00,686,505.00,0.00,7.32,1
2025-06-09 12:51:02,NODE_1,-61,27.80,63.00,672,511.00,0.00,7.29,1
2025-06-09 12:51:12,NODE_1,-61,27.70,63.00,672,505.00,0.00,7.31,1
2025-06-09 12:51:22,NODE_1,-61,27.30,63.00,664,510.00,0.00,7.31,1
2025-06-09 12:51:32,NODE_1,-60,27.20,63.00,675,533.00,0.00,7.31,1
2025-06-09 12:51:42,NODE_1,-62,27.60,63.00,678,511.00,0.00,7.28,1
2025-06-09 12:51:52,NODE_1,-62,27.10,63.00,668,501.00,0.00,7.32,1
2025-06-09 12:52:03,NODE_1,-61,27.70,63.00,667,503.00,0.00,7.36,1
2025-06-09 12:52:13,NODE_1,-62,27.20,63.00,660,499.00,0.00,7.31,1
2025-06-09 12:52:23,NODE_1,-61,27.20,63.00,665,507.00,0.00,7.32,1
2025-06-09 12:52:33,NODE_1,-62,27.70,63.00,673,523.00,0.00,7.34,1
2025-06-09 12:52:43,NODE_1,-62,27.00,63.00,676,497.00,0.00,7.32,1
2025-06-09 12:52:53,NODE_1,-59,27.10,63.00,673,498.00,0.00,7.31,1
2025-06-09 12:53:03,NODE_1,-60,27.80,63.00,667,511.00,0.00,7.32,1
2025-06-09 12:53:13,NODE_1,-60,27.80,63.00,672,510.00,0.00,7.32,1
2025-06-09 12:53:23,NODE_1,-60,27.70,63.00,685,505.00,0.00,7.34,1
2025-06-09 12:53:33,NODE_1,-59,27.90,63.00,684,484.00,0.00,7.33,1
2025-06-09 12:53:43,NODE_1,-61,27.50,63.00,669,507.00,0.00,7.32,1
2025-06-09 12:53:53,NODE_1,-61,27.60,63.00,673,503.00,0.00,7.31,1
2025-06-09 12:54:03,NODE_1,-62,27.60,63.00,688,479.00,0.00,7.32,1
2025-06-09 12:54:13,NODE_1,-60,27.40,63.00,677,504.00,0.00,7.33,1
2025-06-09 12:54:23,NODE_1,-61,27.40,63.00,677,504.00,0.00,7.33,1
2025-06-09 12:54:34,NODE_1,-62,27.50,63.00,688,487.00,0.00,7.31,1
2025-06-09 12:54:44,NODE_1,-62,27.80,63.00,679,501.00,0.00,7.31,1
2025-06-09 12:54:54,NODE_1,-62,27.10,63.00,688,498.00,0.00,7.32,1
2025-06-09 12:55:04,NODE_1,-63,27.40,62.00,683,483.00,0.00,7.32,1
2025-06-09 12:55:14,NODE_1,-63,27.10,63.00,674,490.00,0.00,7.31,1
2025-06-09 12:55:24,NODE_1,-62,27.50,63.00,675,459.00,0.00,7.32,1
2025-06-09 12:55:34,NODE_1,-61,27.80,63.00,684,502.00,0.00,7.32,1
2025-06-09 12:55:44,NODE_1,-62,27.20,63.00,674,505.00,0.00,7.32,1
2025-06-09 12:55:54,NODE_1,-62,27.80,63.00,681,511.00,0.00,7.32,1
2025-06-09 12:56:04,NODE_1,-62,27.40,63.00,675,506.00,0.00,7.31,1
2025-06-09 12:56:14,NODE_1,-62,27.60,63.00,673,501.00,0.00,7.32,1
2025-06-09 12:56:24,NODE_1,-61,27.70,63.00,672,501.00,0.00,7.32,1
2025-06-09 12:56:34,NODE_1,-61,27.80,63.00,662,503.00,0.00,7.29,1
2025-06-09 12:56:44,NODE_1,-62,27.80,63.00,656,503.00,0.00,7.31,1
2025-06-09 12:56:54,NODE_1,-62,27.30,63.00,654,503.00,0.00,7.32,1
2025-06-09 12:57:04,NODE_1,-61,27.40,63.00,657,507.00,0.00,7.29,1
2025-06-09 12:57:15,NODE_1,-60,27.70,63.00,661,509.00,0.00,7.23,1
2025-06-09 12:57:25,NODE_1,-62,27.00,63.00,659,511.00,0.00,7.31,1
2025-06-09 12:57:35,NODE_1,-61,27.60,63.00,656,543.00,0.00,7.32,1
2025-06-09 12:57:45,NODE_1,-62,27.30,63.00,656,497.00,0.00,7.32,1
2025-06-09 12:57:55,NODE_1,-62,27.60,63.00,659,496.00,0.00,7.33,1
2025-06-09 12:58:05,NODE_1,-60,27.70,63.00,656,496.00,0.00,7.33,1
2025-06-09 12:58:15,NODE_1,-62,27.00,63.00,656,528.00,0.00,7.32,1
2025-06-09 12:58:25,NODE_1,-62,27.10,63.00,605,505.00,0.00,7.32,1
2025-06-09 12:59:07,NODE_1,-64,27.80,64.00,627,492.00,0.00,7.32,1
2025-06-09 12:59:17,NODE_1,-63,27.60,63.00,603,493.00,0.00,7.32,1
2025-06-09 12:59:27,NODE_1,-74,27.80,63.00,533,499.00,0.00,7.32,1
2025-06-09 12:59:37,NODE_1,-62,27.70,63.00,576,496.00,0.00,7.29,1
2025-06-09 12:59:47,NODE_1,-58,27.40,63.00,629,478.00,0.00,7.33,1
2025-06-09 12:59:57,NODE_1,-59,27.90,63.00,643,492.00,0.00,7.32,1
